doi,given_name,family_name
10.4049/jimmunol.2100107,Cody L.,Stothers
10.4049/jimmunol.2100107,Katherine R.,Burelbach
10.4049/jimmunol.2100107,Allison M.,Owen
10.4049/jimmunol.2100107,Naeem K.,Patil
10.4049/jimmunol.2100107,Margaret A.,McBride
10.4049/jimmunol.2100107,Julia K.,Bohannon
10.4049/jimmunol.2100107,Liming,Luan
10.4049/jimmunol.2100107,Antonio,Hernandez
10.4049/jimmunol.2100107,Tazeen K.,Patil
10.4049/jimmunol.2100107,David L.,Williams
10.4049/jimmunol.2100107,Edward R.,Sherwood
10.1016/j.tcsw.2021.100061,Douglas W.,Lowman
10.1016/j.tcsw.2021.100061,M.,Sameer Al-Abdul-Wahid
10.1016/j.tcsw.2021.100061,Zuchao,Ma
10.1016/j.tcsw.2021.100061,Michael D.,Kruppa
10.1016/j.tcsw.2021.100061,Elena,Rustchenko
10.1016/j.tcsw.2021.100061,David L.,Williams
10.1016/j.foodchem.2020.127668,Keshun,Liu
10.1016/j.foodchem.2020.127668,Mitchell L.,Wise
10.3390/pharmaceutics15061615,Xuemei,Zhong
10.3390/pharmaceutics15061615,Guoqing,Wang
10.3390/pharmaceutics15061615,Fu,Li
10.3390/pharmaceutics15061615,Sixian,Fang
10.3390/pharmaceutics15061615,Siai,Zhou
10.3390/pharmaceutics15061615,Akihiro,Ishiwata
10.3390/pharmaceutics15061615,Alexander G.,Tonevitsky
10.3390/pharmaceutics15061615,Maxim,Shkurnikov
10.3390/pharmaceutics15061615,Hui,Cai
10.3390/pharmaceutics15061615,Feiqing,Ding
10.1111/cns.14132,Qiwei,Zhang
10.1111/cns.14132,Wei,Zhao
10.1111/cns.14132,Yue,Hou
10.1111/cns.14132,Xinxin,Song
10.1111/cns.14132,Haiyang,Yu
10.1111/cns.14132,Jinghe,Tan
10.1111/cns.14132,Yanmeng,Zhou
10.1111/cns.14132,Han‐Ting,Zhang
10.1186/s40168-020-00920-y,Hongli,Shi
10.1186/s40168-020-00920-y,Yinghua,Yu
10.1186/s40168-020-00920-y,Danhong,Lin
10.1186/s40168-020-00920-y,Peng,Zheng
10.1186/s40168-020-00920-y,Peng,Zhang
10.1186/s40168-020-00920-y,Minmin,Hu
10.1186/s40168-020-00920-y,Qiao,Wang
10.1186/s40168-020-00920-y,Wei,Pan
10.1186/s40168-020-00920-y,Xiaoying,Yang
10.1186/s40168-020-00920-y,Tao,Hu
10.1186/s40168-020-00920-y,Qianqian,Li
10.1186/s40168-020-00920-y,Renxian,Tang
10.1186/s40168-020-00920-y,Feng,Zhou
10.1186/s40168-020-00920-y,Kuiyang,Zheng
10.1186/s40168-020-00920-y,Xu-Feng,Huang
10.1186/s13071-023-05686-4,Zeyu,Cui
10.1186/s13071-023-05686-4,Yuying,Gong
10.1186/s13071-023-05686-4,Xiaotong,Luo
10.1186/s13071-023-05686-4,Niuyi,Zheng
10.1186/s13071-023-05686-4,Shimin,Tan
10.1186/s13071-023-05686-4,Shuxi,Liu
10.1186/s13071-023-05686-4,Youwei,Li
10.1186/s13071-023-05686-4,Qingling,Wang
10.1186/s13071-023-05686-4,Fenfen,Sun
10.1186/s13071-023-05686-4,Minmin,Hu
10.1186/s13071-023-05686-4,Wei,Pan
10.1186/s13071-023-05686-4,Xiaoying,Yang
10.3390/foods12173148,Miseon,Sung
10.3390/foods12173148,Yohan,Yoon
10.3390/foods12173148,Jeeyeon,Lee
10.1080/10408398.2023.2217727,Leilei,Yu
10.1080/10408398.2023.2217727,Yuhang,Gao
10.1080/10408398.2023.2217727,Zi,Ye
10.1080/10408398.2023.2217727,Hui,Duan
10.1080/10408398.2023.2217727,Jianxin,Zhao
10.1080/10408398.2023.2217727,Hao,Zhang
10.1080/10408398.2023.2217727,Arjan,Narbad
10.1080/10408398.2023.2217727,Fengwei,Tian
10.1080/10408398.2023.2217727,Qixiao,Zhai
10.1080/10408398.2023.2217727,Wei,Chen
10.1007/s10068-023-01473-0,Ha-Nul,Lee
10.1007/s10068-023-01473-0,Hyeon-Jeong,Lim
10.1007/s10068-023-01473-0,Ji-Yeon,Park
10.1007/s10068-023-01473-0,Joo-Hee,Choi
10.1007/s10068-023-01473-0,Seong-Jin,Hong
10.1007/s10068-023-01473-0,Da Eun,Jang
10.1007/s10068-023-01473-0,Tae-Su,Kim
10.1007/s10068-023-01473-0,Su Hui,Seong
10.1007/s10068-023-01473-0,Bo-Ram,Kim
10.1007/s10068-023-01473-0,Jin-Ho,Kim
10.1007/s10068-023-01473-0,Chan,Seo
10.1007/s10068-023-01473-0,Jong-Hwan,Park
10.1007/s10068-023-01473-0,Jin-Woo,Jeong
10.1007/s10068-023-01473-0,Young-Min,Kim
10.1038/s42003-023-04970-4,Pedro,Fernandez-Julia
10.1038/s42003-023-04970-4,Gary W.,Black
10.1038/s42003-023-04970-4,William,Cheung
10.1038/s42003-023-04970-4,Douwe,Van Sinderen
10.1038/s42003-023-04970-4,Jose,Munoz-Munoz
10.1038/s41586-023-05856-5,Xinlin,Hu
10.1038/s41586-023-05856-5,Ping,Yang
10.1038/s41586-023-05856-5,Changdong,Chai
10.1038/s41586-023-05856-5,Jia,Liu
10.1038/s41586-023-05856-5,Huanhuan,Sun
10.1038/s41586-023-05856-5,Yanan,Wu
10.1038/s41586-023-05856-5,Mingjie,Zhang
10.1038/s41586-023-05856-5,Min,Zhang
10.1038/s41586-023-05856-5,Xiaotian,Liu
10.1038/s41586-023-05856-5,Hongjun,Yu
10.3390/ph15111379,Virginia,Casas-Arrojo
10.3390/ph15111379,María de los Ángeles,Arrojo Agudo
10.3390/ph15111379,Casimiro,Cárdenas García
10.3390/ph15111379,Paloma,Carrillo
10.3390/ph15111379,Claudia,Pérez Manríquez
10.3390/ph15111379,Eduardo,Martínez-Manzanares
10.3390/ph15111379,Roberto T.,Abdala Díaz
10.3390/ph15101179,Lhaís A.,Caldas
10.3390/ph15101179,Patricia D.,Santos
10.3390/ph15101179,Elaine R.,Carbonero
10.3390/ph15101179,Marisa,Ionta
10.3390/ph15101179,Marta,Miyazawa
10.3390/ph15101179,Ester S.,Caixeta
10.3390/ph15101179,Antonio M.,Fregnan
10.3390/ph15101179,Bianca Barros,Nóbrega
10.3390/ph15101179,Maria Carolina B.,Di Medeiros
10.3390/ph15101179,Nelson,Menolli
10.3390/ph15101179,Douglas M. M.,Soares
10.3390/ph15101179,Cassius V.,Stevani
10.3390/ph15101179,Patricia,Sartorelli
10.3390/ph16030460,Diego,Morales
10.1007/s10529-023-03422-7,Katsuhiko,Kida
10.1007/s10529-023-03422-7,Daisuke,Hatanaka
10.1007/s10529-023-03422-7,Masataka,Minami
10.1007/s10529-023-03422-7,Taiyo,Suzuki
10.1007/s10529-023-03422-7,Masashi,Iwakami
10.1007/s10529-023-03422-7,Masaki,Kobayashi
10.1007/s10529-023-03422-7,Hisato,Hayashi
10.1007/s10529-023-03422-7,Hiroharu,Kawahara
10.1007/s10529-023-03422-7,Masato,Horikawa
10.1007/s10529-023-03422-7,Tatsuro,Kanaki
10.3390/jfb14050288,S Shree,Ganesh
10.3390/jfb14050288,Ramprasad,Anushikaa
10.3390/jfb14050288,Venkadesan Sri,Swetha Victoria
10.3390/jfb14050288,Krishnaraj,Lavanya
10.3390/jfb14050288,Abinaya,Shanmugavadivu
10.3390/jfb14050288,Nagarajan,Selvamurugan
10.1107/S2059798323003261,Yong,Zhou
10.1107/S2059798323003261,Suttipong,Wannapaiboon
10.1107/S2059798323003261,Methinee,Prongjit
10.1107/S2059798323003261,Soraya,Pornsuwan
10.1107/S2059798323003261,Jeerus,Sucharitakul
10.1107/S2059798323003261,Nuntaporn,Kamonsutthipaijit
10.1107/S2059798323003261,Robert C.,Robinson
10.1107/S2059798323003261,Wipa,Suginta
10.1021/acs.biomac.3c00419,Yiting,Luo
10.1021/acs.biomac.3c00419,Yizhi,Li
10.1021/acs.biomac.3c00419,Kun,Liu
10.1021/acs.biomac.3c00419,Lin,Li
10.1021/acs.biomac.3c00419,Wei,Wen
10.1021/acs.biomac.3c00419,Shan,Ding
10.1021/acs.biomac.3c00419,Yadong,Huang
10.1021/acs.biomac.3c00419,Mingxian,Liu
10.1021/acs.biomac.3c00419,Changren,Zhou
10.1021/acs.biomac.3c00419,Binghong,Luo
10.3390/polym15040793,Klaudia,Piekarska
10.3390/polym15040793,Monika,Sikora
10.3390/polym15040793,Monika,Owczarek
10.3390/polym15040793,Jagoda,Jóźwik-Pruska
10.3390/polym15040793,Maria,Wiśniewska-Wrona
10.1038/s41467-023-40479-4,Dan-Dan,Chen
10.1038/s41467-023-40479-4,Zhao-Bin,Wang
10.1038/s41467-023-40479-4,Le-Xuan,Wang
10.1038/s41467-023-40479-4,Peng,Zhao
10.1038/s41467-023-40479-4,Cai-Hong,Yun
10.1038/s41467-023-40479-4,Lin,Bai
10.3390/pharmaceutics15041313,Nimeet,Desai
10.3390/pharmaceutics15041313,Dhwani,Rana
10.3390/pharmaceutics15041313,Sagar,Salave
10.3390/pharmaceutics15041313,Raghav,Gupta
10.3390/pharmaceutics15041313,Pranav,Patel
10.3390/pharmaceutics15041313,Bharathi,Karunakaran
10.3390/pharmaceutics15041313,Amit,Sharma
10.3390/pharmaceutics15041313,Jyotsnendu,Giri
10.3390/pharmaceutics15041313,Derajram,Benival
10.3390/pharmaceutics15041313,Nagavendra,Kommineni
10.3791/64590,Goutam Mohan,Pawaskar
10.3791/64590,Ritu,Raval
10.3791/64590,Subbalaxmi,Selvaraj
10.1016/j.pestbp.2019.08.002,Xiaojian,Liu
10.1016/j.pestbp.2019.08.002,Anastasia M.W.,Cooper
10.1016/j.pestbp.2019.08.002,Zhitao,Yu
10.1016/j.pestbp.2019.08.002,Kristopher,Silver
10.1016/j.pestbp.2019.08.002,Jianzhen,Zhang
10.1016/j.pestbp.2019.08.002,Kun Yan,Zhu
10.3389/fimmu.2019.01057,Nansalmaa,Amarsaikhan
10.3389/fimmu.2019.01057,Dylan J.,Stolz
10.3389/fimmu.2019.01057,Amber,Wilcox
10.3389/fimmu.2019.01057,Ethan M.,Sands
10.3389/fimmu.2019.01057,Angar,Tsoggerel
10.3389/fimmu.2019.01057,Haley,Gravely
10.3389/fimmu.2019.01057,Steven P.,Templeton
10.3791/62301,Blaine,Berrington
10.3791/62301,Katelyn,Alley
10.3791/62301,Kristopher,Bosch
10.3791/62301,Kelli,Thomas
10.3791/62301,Katie,Hailer
10.3791/62301,Dario,Prieto-Centurion
10.3389/fpls.2022.832502,Guixia,Hao
10.3389/fpls.2022.832502,Helene,Tiley
10.3389/fpls.2022.832502,Susan,McCormick
10.1371/journal.pone.0282347,Shreya,Bhattacharya
10.1371/journal.pone.0282347,Alec Jacob,Maupin
10.1371/journal.pone.0282347,Anders Grønnegaard,Schlosser
10.1371/journal.pone.0282347,Ernst-Martin,Füchtbauer
10.1371/journal.pone.0282347,Yamel Cardona,Gloria
10.1371/journal.pone.0282347,Alexander N. R.,Weber
10.1371/journal.pone.0282347,Uffe,Holmskov
10.1371/journal.pone.0282347,Jesper Bonnet,Moeller
10.1371/journal.pone.0282347,Steven P.,Templeton
10.61186/ibj.27.5.320,Ashraf,Hajhosseini
10.61186/ibj.27.5.320,Anoosheh,Sharifan
10.61186/ibj.27.5.320,Zohreh,Eftekhari
10.61186/ibj.27.5.320,Ariana,Alavi
10.61186/ibj.27.5.320,Delaram,Doroud
10.4155/fmc-2018-0465,Sahar,Hasim
10.4155/fmc-2018-0465,Jeffrey J,Coleman
10.1007/s11130-022-00947-6,T-Thu,Nguyen
10.1007/s11130-022-00947-6,Andrée,Voilley
10.1007/s11130-022-00947-6,Thi Thu Thuy,Tran
10.1007/s11130-022-00947-6,Yves,Waché
10.3390/biom9090466,Keren A.,Bindon
10.3390/biom9090466,Stella,Kassara
10.3390/biom9090466,Mark,Solomon
10.3390/biom9090466,Caroline,Bartel
10.3390/biom9090466,Paul A.,Smith
10.3390/biom9090466,Alice,Barker
10.3390/biom9090466,Chris,Curtin
10.1016/j.biomaterials.2022.121379,Suryang,Kwak
10.1016/j.biomaterials.2022.121379,Scott J.,Robinson
10.1016/j.biomaterials.2022.121379,Jae Won,Lee
10.1016/j.biomaterials.2022.121379,Hayoon,Lim
10.1016/j.biomaterials.2022.121379,Catherine L.,Wallace
10.1016/j.biomaterials.2022.121379,Yong-Su,Jin
10.1021/acs.jafc.9b00450,Stephan,Sommer
10.1021/acs.jafc.9b00450,Fabian,Weber
10.1021/acs.jafc.9b00450,James F.,Harbertson
10.1016/j.semcdb.2018.03.009,Stephanie C.,Ray
10.1016/j.semcdb.2018.03.009,Chad A.,Rappleye
10.1021/acs.accounts.2c00636,Jiayi,Li
10.1021/acs.accounts.2c00636,Hien M.,Nguyen
10.3390/molecules25173807,Kervin O.,Evans
10.3390/molecules25173807,Christopher,Skory
10.3390/molecules25173807,David L.,Compton
10.3390/molecules25173807,Ryan,Cormier
10.3390/molecules25173807,Gregory L.,Côté
10.3390/molecules25173807,Sanghoon,Kim
10.3390/molecules25173807,Michael,Appell
10.1016/j.btre.2023.e00817,Kervin O.,Evans
10.1016/j.btre.2023.e00817,David L.,Compton
10.1016/j.btre.2023.e00817,Christopher D.,Skory
10.1016/j.btre.2023.e00817,Michael,Appell
10.1111/nan.12865,Maiko T.,Uemura
10.1111/nan.12865,Eun Ran,Suh
10.1111/nan.12865,John L.,Robinson
10.1111/nan.12865,Kurt R.,Brunden
10.1111/nan.12865,Murray,Grossman
10.1111/nan.12865,David J.,Irwin
10.1111/nan.12865,Virginia M.‐Y.,Lee
10.1111/nan.12865,John Q.,Trojanowski
10.1111/nan.12865,Edward B.,Lee
10.1111/nan.12865,Vivianna M.,Van Deerlin
10.3390/jof8101102,Sean D.,Liston
10.3390/jof8101102,Luke,Whitesell
10.3390/jof8101102,Mili,Kapoor
10.3390/jof8101102,Karen J.,Shaw
10.3390/jof8101102,Leah E.,Cowen
10.1016/j.jprot.2022.104580,Clebson S.,Tavares
10.1016/j.jprot.2022.104580,Ruchir,Mishra
10.1016/j.jprot.2022.104580,Pierre N.,Ghobrial
10.1016/j.jprot.2022.104580,Bryony C.,Bonning
10.1093/jb/mvaa075,Marika,Rikitake
10.1093/jb/mvaa075,Ayako,Matsuda
10.1093/jb/mvaa075,Daisuke,Murata
10.1093/jb/mvaa075,Katsufumi,Dejima
10.1093/jb/mvaa075,Kazuko H,Nomura
10.1093/jb/mvaa075,Karen L,Abbott
10.1093/jb/mvaa075,Shohei,Mitani
10.1093/jb/mvaa075,Kazuya,Nomura
10.1177/0271678X21999553,Partha K,Chandra
10.1177/0271678X21999553,Sinisa,Cikic
10.1177/0271678X21999553,Melody C,Baddoo
10.1177/0271678X21999553,Ibolya,Rutkai
10.1177/0271678X21999553,Jessie J,Guidry
10.1177/0271678X21999553,Erik K,Flemington
10.1177/0271678X21999553,Prasad VG,Katakam
10.1177/0271678X21999553,David W,Busija
10.1073/pnas.2123056119,Suvrajit,Saha
10.1073/pnas.2123056119,Amit,Das
10.1073/pnas.2123056119,Chandrima,Patra
10.1073/pnas.2123056119,Anupama Ambika,Anilkumar
10.1073/pnas.2123056119,Parijat,Sil
10.1073/pnas.2123056119,Satyajit,Mayor
10.1073/pnas.2123056119,Madan,Rao
10.1016/j.cell.2022.01.009,Francesco,Borriello
10.1016/j.cell.2022.01.009,Valentina,Poli
10.1016/j.cell.2022.01.009,Ellen,Shrock
10.1016/j.cell.2022.01.009,Roberto,Spreafico
10.1016/j.cell.2022.01.009,Xin,Liu
10.1016/j.cell.2022.01.009,Novalia,Pishesha
10.1016/j.cell.2022.01.009,Claire,Carpenet
10.1016/j.cell.2022.01.009,Janet,Chou
10.1016/j.cell.2022.01.009,Marco,Di Gioia
10.1016/j.cell.2022.01.009,Marisa E.,McGrath
10.1016/j.cell.2022.01.009,Carly A.,Dillen
10.1016/j.cell.2022.01.009,Nora A.,Barrett
10.1016/j.cell.2022.01.009,Lucrezia,Lacanfora
10.1016/j.cell.2022.01.009,Marcella E.,Franco
10.1016/j.cell.2022.01.009,Laura,Marongiu
10.1016/j.cell.2022.01.009,Yoichiro,Iwakura
10.1016/j.cell.2022.01.009,Ferdinando,Pucci
10.1016/j.cell.2022.01.009,Michael D.,Kruppa
10.1016/j.cell.2022.01.009,Zuchao,Ma
10.1016/j.cell.2022.01.009,Douglas W.,Lowman
10.1016/j.cell.2022.01.009,Harry E.,Ensley
10.1016/j.cell.2022.01.009,Etsuro,Nanishi
10.1016/j.cell.2022.01.009,Yoshine,Saito
10.1016/j.cell.2022.01.009,Timothy R.,O’Meara
10.1016/j.cell.2022.01.009,Hyuk-Soo,Seo
10.1016/j.cell.2022.01.009,Sirano,Dhe-Paganon
10.1016/j.cell.2022.01.009,David J.,Dowling
10.1016/j.cell.2022.01.009,Matthew,Frieman
10.1016/j.cell.2022.01.009,Stephen J.,Elledge
10.1016/j.cell.2022.01.009,Ofer,Levy
10.1016/j.cell.2022.01.009,Darrell J.,Irvine
10.1016/j.cell.2022.01.009,Hidde L.,Ploegh
10.1016/j.cell.2022.01.009,David L.,Williams
10.1016/j.cell.2022.01.009,Ivan,Zanoni
10.1128/mSphere.00715-19,Suresh,Ambati
10.1128/mSphere.00715-19,Emma C.,Ellis
10.1128/mSphere.00715-19,Jianfeng,Lin
10.1128/mSphere.00715-19,Xiaorong,Lin
10.1128/mSphere.00715-19,Zachary A.,Lewis
10.1128/mSphere.00715-19,Richard B.,Meagher
10.3389/fimmu.2019.00504,Dana V.,Rizk
10.3389/fimmu.2019.00504,Nicolas,Maillard
10.3389/fimmu.2019.00504,Bruce A.,Julian
10.3389/fimmu.2019.00504,Barbora,Knoppova
10.3389/fimmu.2019.00504,Todd J.,Green
10.3389/fimmu.2019.00504,Jan,Novak
10.3389/fimmu.2019.00504,Robert J.,Wyatt
10.1016/j.ekir.2020.08.003,Richard A.,Lafayette
10.1016/j.ekir.2020.08.003,Brad H.,Rovin
10.1016/j.ekir.2020.08.003,Heather N.,Reich
10.1016/j.ekir.2020.08.003,James A.,Tumlin
10.1016/j.ekir.2020.08.003,Jürgen,Floege
10.1016/j.ekir.2020.08.003,Jonathan,Barratt
10.1111/myc.13451,Johannes,Forster
10.1111/myc.13451,Martin,Hoenigl
10.1111/myc.13451,Sebastian,Suerbaum
10.1111/myc.13451,Johannes,Wagener
10.1111/myc.13451,Karl,Dichtl
10.1038/s41586-021-04295-4,Kevin C.,Stein
10.1038/s41586-021-04295-4,Fabián,Morales-Polanco
10.1038/s41586-021-04295-4,Joris,van der Lienden
10.1038/s41586-021-04295-4,T. Kelly,Rainbolt
10.1038/s41586-021-04295-4,Judith,Frydman
10.1038/s41586-019-1608-2,Berk,Aykut
10.1038/s41586-019-1608-2,Smruti,Pushalkar
10.1038/s41586-019-1608-2,Ruonan,Chen
10.1038/s41586-019-1608-2,Qianhao,Li
10.1038/s41586-019-1608-2,Raquel,Abengozar
10.1038/s41586-019-1608-2,Jacqueline I.,Kim
10.1038/s41586-019-1608-2,Sorin A.,Shadaloey
10.1038/s41586-019-1608-2,Dongling,Wu
10.1038/s41586-019-1608-2,Pamela,Preiss
10.1038/s41586-019-1608-2,Narendra,Verma
10.1038/s41586-019-1608-2,Yuqi,Guo
10.1038/s41586-019-1608-2,Anjana,Saxena
10.1038/s41586-019-1608-2,Mridula,Vardhan
10.1038/s41586-019-1608-2,Brian,Diskin
10.1038/s41586-019-1608-2,Wei,Wang
10.1038/s41586-019-1608-2,Joshua,Leinwand
10.1038/s41586-019-1608-2,Emma,Kurz
10.1038/s41586-019-1608-2,Juan A.,Kochen Rossi
10.1038/s41586-019-1608-2,Mautin,Hundeyin
10.1038/s41586-019-1608-2,Constantinos,Zambrinis
10.1038/s41586-019-1608-2,Xin,Li
10.1038/s41586-019-1608-2,Deepak,Saxena
10.1038/s41586-019-1608-2,George,Miller
10.1021/acschembio.9b00369,Mehmet,Tardu
10.1021/acschembio.9b00369,Joshua D.,Jones
10.1021/acschembio.9b00369,Robert T.,Kennedy
10.1021/acschembio.9b00369,Qishan,Lin
10.1021/acschembio.9b00369,Kristin S.,Koutmou
10.1038/s41586-022-04506-6,Eeshit Dhaval,Vaishnav
10.1038/s41586-022-04506-6,Carl G.,de Boer
10.1038/s41586-022-04506-6,Jennifer,Molinet
10.1038/s41586-022-04506-6,Moran,Yassour
10.1038/s41586-022-04506-6,Lin,Fan
10.1038/s41586-022-04506-6,Xian,Adiconis
10.1038/s41586-022-04506-6,Dawn A.,Thompson
10.1038/s41586-022-04506-6,Joshua Z.,Levin
10.1038/s41586-022-04506-6,Francisco A.,Cubillos
10.1038/s41586-022-04506-6,Aviv,Regev
10.1038/s41586-019-0978-9,Xiaozhou,Luo
10.1038/s41586-019-0978-9,Michael A.,Reiter
10.1038/s41586-019-0978-9,Leo,d’Espaux
10.1038/s41586-019-0978-9,Jeff,Wong
10.1038/s41586-019-0978-9,Charles M.,Denby
10.1038/s41586-019-0978-9,Anna,Lechner
10.1038/s41586-019-0978-9,Yunfeng,Zhang
10.1038/s41586-019-0978-9,Adrian T.,Grzybowski
10.1038/s41586-019-0978-9,Simon,Harth
10.1038/s41586-019-0978-9,Weiyin,Lin
10.1038/s41586-019-0978-9,Hyunsu,Lee
10.1038/s41586-019-0978-9,Changhua,Yu
10.1038/s41586-019-0978-9,John,Shin
10.1038/s41586-019-0978-9,Kai,Deng
10.1038/s41586-019-0978-9,Veronica T.,Benites
10.1038/s41586-019-0978-9,George,Wang
10.1038/s41586-019-0978-9,Edward E. K.,Baidoo
10.1038/s41586-019-0978-9,Yan,Chen
10.1038/s41586-019-0978-9,Ishaan,Dev
10.1038/s41586-019-0978-9,Christopher J.,Petzold
10.1038/s41586-019-0978-9,Jay D.,Keasling
10.2174/1389450120666190924155631,Sweety,Dahiya
10.2174/1389450120666190924155631,Anil K.,Chhillar
10.2174/1389450120666190924155631,Namita,Sharma
10.2174/1389450120666190924155631,Pooja,Choudhary
10.2174/1389450120666190924155631,Aruna,Punia
10.2174/1389450120666190924155631,Meenakshi,Balhara
10.2174/1389450120666190924155631,Kumar,Kaushik
10.2174/1389450120666190924155631,Virinder S.,Parmar
10.1038/s41586-022-04502-w,Xin V.,Li
10.1038/s41586-022-04502-w,Irina,Leonardi
10.1038/s41586-022-04502-w,Gregory G.,Putzel
10.1038/s41586-022-04502-w,Alexa,Semon
10.1038/s41586-022-04502-w,William D.,Fiers
10.1038/s41586-022-04502-w,Takato,Kusakabe
10.1038/s41586-022-04502-w,Woan-Yu,Lin
10.1038/s41586-022-04502-w,Iris H.,Gao
10.1038/s41586-022-04502-w,Itai,Doron
10.1038/s41586-022-04502-w,Alejandra,Gutierrez-Guerrero
10.1038/s41586-022-04502-w,Meghan B.,DeCelie
10.1038/s41586-022-04502-w,Guilhermina M.,Carriche
10.1038/s41586-022-04502-w,Marissa,Mesko
10.1038/s41586-022-04502-w,Chen,Yang
10.1038/s41586-022-04502-w,Julian R.,Naglik
10.1038/s41586-022-04502-w,Bernhard,Hube
10.1038/s41586-022-04502-w,Ellen J.,Scherl
10.1038/s41586-022-04502-w,Iliyan D.,Iliev
10.1038/s41586-021-03241-8,Chitong,Rao
10.1038/s41586-021-03241-8,Katharine Z.,Coyte
10.1038/s41586-021-03241-8,Wayne,Bainter
10.1038/s41586-021-03241-8,Raif S.,Geha
10.1038/s41586-021-03241-8,Camilia R.,Martin
10.1038/s41586-021-03241-8,Seth,Rakoff-Nahoum
